Fleet,Length,Sel
3,226.5,0.961551
4,226.5,0.000118671
5,226.5,0.000118671
6,226.5,0.628206
7,226.5,0.15386
8,226.5,0.15386
9,226.5,1
10,226.5,0.965608
11,226.5,0.065133
12,226.5,1
13,226.5,0.961551
14,226.5,0.000118671
15,226.5,1
16,226.5,1
17,226.5,1
18,226.5,0.667787
19,226.5,0.928261
20,226.5,0.628206
1,227.5,0.0573842
2,227.5,1
3,227.5,0.957914
4,227.5,6.32378e-05
5,227.5,6.32378e-05
6,227.5,0.6282
7,227.5,0.133679
8,227.5,0.133679
9,227.5,1
10,227.5,0.970412
11,227.5,0.0573842
12,227.5,1
13,227.5,0.957914
14,227.5,6.32378e-05
15,227.5,1
16,227.5,1
17,227.5,1
18,227.5,5.31124e-05
19,227.5,0.924812
20,227.5,0.6282
1,228.5,0.0504124
2,228.5,1
3,228.5,0.954119
4,228.5,3.29932e-05
5,228.5,3.29932e-05
6,228.5,0.628197
7,228.5,0.115554
8,228.5,0.115554
9,228.5,1
10,228.5,0.974562
11,228.5,0.0504124
12,228.5,1
13,228.5,0.954119
14,228.5,3.29932e-05
15,228.5,1
16,228.5,1
17,228.5,1
18,228.5,1.75226e-06
19,228.5,0.921292
20,228.5,0.628197
1,229.5,0.0441606
2,229.5,1
3,229.5,0.950166
4,229.5,1.68538e-05
5,229.5,1.68538e-05
6,229.5,0.628195
7,229.5,0.09938
8,229.5,0.09938
9,229.5,1
10,229.5,0.978143
11,229.5,0.0441606
12,229.5,1
13,229.5,0.950166
14,229.5,1.68538e-05
15,229.5,1
16,229.5,1
17,229.5,1
18,229.5,3.31545e-07
19,229.5,0.917703
20,229.5,0.628195
1,230.5,0.0385733
2,230.5,1
3,230.5,0.946057
4,230.5,8.43008e-06
5,230.5,8.43008e-06
6,230.5,0.628194
7,230.5,0.0850355
8,230.5,0.0850355
9,230.5,1
10,230.5,0.98123
11,230.5,0.0385733
12,230.5,1
13,230.5,0.946057
14,230.5,8.43008e-06
15,230.5,1
16,230.5,1
17,230.5,1
18,230.5,1.26779e-07
19,230.5,0.914044
20,230.5,0.628194
1,231.5,0.0335963
2,231.5,1
3,231.5,0.941793
4,231.5,4.12938e-06
5,231.5,4.12938e-06
6,231.5,0.628193
7,231.5,0.072392
8,231.5,0.072392
9,231.5,1
10,231.5,0.983888
11,231.5,0.0335963
12,231.5,1
13,231.5,0.941793
14,231.5,4.12938e-06
15,231.5,1
16,231.5,1
17,231.5,1
18,231.5,6.86664e-08
19,231.5,0.910318
20,231.5,0.628193
1,232.5,0.0291776
2,232.5,1
3,232.5,0.937375
4,232.5,1.98151e-06
5,232.5,1.98151e-06
6,232.5,0.628193
7,232.5,0.0613154
8,232.5,0.0613154
9,232.5,1
10,232.5,0.986175
11,232.5,0.0291776
12,232.5,1
13,232.5,0.937375
14,232.5,1.98151e-06
15,232.5,1
16,232.5,1
17,232.5,1
18,232.5,4.50788e-08
19,232.5,0.906524
20,232.5,0.628193
1,233.5,0.0252674
2,233.5,1
3,233.5,0.932805
4,233.5,9.32091e-07
5,233.5,9.32091e-07
6,233.5,0.628193
7,233.5,0.0516698
8,233.5,0.0516698
9,233.5,1
10,233.5,0.988142
11,233.5,0.0252674
12,233.5,1
13,233.5,0.932805
14,233.5,9.32091e-07
15,233.5,1
16,233.5,1
17,233.5,1
18,233.5,3.3194e-08
19,233.5,0.902664
20,233.5,0.628193
1,234.5,0.0218185
2,234.5,1
3,234.5,0.928083
4,234.5,4.30461e-07
5,234.5,4.30461e-07
6,234.5,0.628193
7,234.5,0.0433204
8,234.5,0.0433204
9,234.5,1
10,234.5,0.989831
11,234.5,0.0218185
12,234.5,1
13,234.5,0.928083
14,234.5,4.30461e-07
15,234.5,1
16,234.5,1
17,234.5,1
18,234.5,2.6293e-08
19,234.5,0.898739
20,234.5,0.628193
1,235.5,0.0187863
2,235.5,1
3,235.5,0.92321
4,235.5,1.95841e-07
5,235.5,1.95841e-07
6,235.5,0.628193
7,235.5,0.0361358
8,235.5,0.0361358
9,235.5,1
10,235.5,0.991282
11,235.5,0.0187863
12,235.5,1
13,235.5,0.92321
14,235.5,1.95841e-07
15,235.5,1
16,235.5,1
17,235.5,1
18,235.5,2.18708e-08
19,235.5,0.89475
20,235.5,0.628193
1,236.5,0.0161292
2,236.5,1
3,236.5,0.918189
4,236.5,8.84497e-08
5,236.5,8.84497e-08
6,236.5,0.628193
7,236.5,0.0299896
8,236.5,0.0299896
9,236.5,1
10,236.5,0.992528
11,236.5,0.0161292
12,236.5,1
13,236.5,0.918189
14,236.5,8.84497e-08
15,236.5,1
16,236.5,1
17,236.5,1
18,236.5,1.88269e-08
19,236.5,0.890697
20,236.5,0.628193
1,237.5,0.0138082
2,237.5,1
3,237.5,0.913021
4,237.5,4.03279e-08
5,237.5,4.03279e-08
6,237.5,0.628193
7,237.5,0.0247624
8,237.5,0.0247624
9,237.5,1
10,237.5,0.993596
11,237.5,0.0138082
12,237.5,1
13,237.5,0.913021
14,237.5,4.03279e-08
15,237.5,1
16,237.5,1
17,237.5,1
18,237.5,1.66161e-08
19,237.5,0.886583
20,237.5,0.628193
1,238.5,0.0117873
2,238.5,1
3,238.5,0.907706
4,238.5,1.92031e-08
5,238.5,1.92031e-08
6,238.5,0.628193
7,238.5,0.0203425
8,238.5,0.0203425
9,238.5,1
10,238.5,0.994513
11,238.5,0.0117873
12,238.5,1
13,238.5,0.907706
14,238.5,1.92031e-08
15,238.5,1
16,238.5,1
17,238.5,1
18,238.5,1.49422e-08
19,238.5,0.882407
20,238.5,0.628193
1,239.5,0.0100333
2,239.5,1
3,239.5,0.902246
4,239.5,1.01039e-08
5,239.5,1.01039e-08
6,239.5,0.628193
7,239.5,0.0166266
8,239.5,0.0166266
9,239.5,1
10,239.5,0.995299
11,239.5,0.0100333
12,239.5,1
13,239.5,0.902246
14,239.5,1.01039e-08
15,239.5,1
16,239.5,1
17,239.5,1
18,239.5,1.36324e-08
19,239.5,0.878171
20,239.5,0.628193
1,240.5,0.00851587
2,240.5,1
3,240.5,0.896643
4,240.5,6.24456e-09
5,240.5,6.24456e-09
6,240.5,0.628193
7,240.5,0.0135205
8,240.5,0.0135205
9,240.5,1
10,240.5,0.995973
11,240.5,0.00851587
12,240.5,1
13,240.5,0.896643
14,240.5,6.24456e-09
15,240.5,1
16,240.5,1
17,240.5,1
18,240.5,1.25796e-08
19,240.5,0.873876
20,240.5,0.628193
1,241.5,0.0072072
2,241.5,1
3,241.5,0.890899
4,241.5,4.61948e-09
5,241.5,4.61948e-09
6,241.5,0.628193
7,241.5,0.0109388
8,241.5,0.0109388
9,241.5,1
10,241.5,0.996551
11,241.5,0.0072072
12,241.5,1
13,241.5,0.890899
14,241.5,4.61948e-09
15,241.5,1
16,241.5,1
17,241.5,1
18,241.5,1.17147e-08
19,241.5,0.869524
20,241.5,0.628193
1,242.5,0.00608215
2,242.5,1
3,242.5,0.885014
4,242.5,3.92773e-09
5,242.5,3.92773e-09
6,242.5,0.628193
7,242.5,0.0088051
8,242.5,0.0088051
9,242.5,1
10,242.5,0.997046
11,242.5,0.00608215
12,242.5,1
13,242.5,0.885014
14,242.5,3.92773e-09
15,242.5,1
16,242.5,1
17,242.5,1
18,242.5,1.09907e-08
19,242.5,0.865114
20,242.5,0.628193
1,243.5,0.00511801
2,243.5,1
3,243.5,0.878991
4,243.5,3.61882e-09
5,243.5,3.61882e-09
6,243.5,0.628193
7,243.5,0.00705162
8,243.5,0.00705162
9,243.5,1
10,243.5,0.99747
11,243.5,0.00511801
12,243.5,1
13,243.5,0.878991
14,243.5,3.61882e-09
15,243.5,1
16,243.5,1
17,243.5,1
18,243.5,1.03752e-08
19,243.5,0.860649
20,243.5,0.628193
1,244.5,0.00429435
2,244.5,0.999998
3,244.5,0.87283
4,244.5,3.46498e-09
5,244.5,3.46498e-09
6,244.5,0.628193
7,244.5,0.00561864
8,244.5,0.00561864
9,244.5,1
10,244.5,0.997833
11,244.5,0.00429435
12,244.5,0.999998
13,244.5,0.87283
14,244.5,3.46498e-09
15,244.5,0.999998
16,244.5,1
17,244.5,1
18,244.5,9.8448e-09
19,244.5,0.856129
20,244.5,0.628193
1,245.5,0.00359293
2,245.5,0.999956
3,245.5,0.866534
4,245.5,3.37396e-09
5,245.5,3.37396e-09
6,245.5,0.628193
7,245.5,0.00445413
8,245.5,0.00445413
9,245.5,1
10,245.5,0.998144
11,245.5,0.00359293
12,245.5,0.999956
13,245.5,0.866534
14,245.5,3.37396e-09
15,245.5,0.999956
16,245.5,1
17,245.5,1
18,245.5,9.38226e-09
19,245.5,0.851555
20,245.5,0.628193
1,246.5,0.00299745
2,246.5,0.999984
3,246.5,0.860104
4,246.5,3.30916e-09
5,246.5,3.30916e-09
6,246.5,0.628193
7,246.5,0.00351304
8,246.5,0.00351304
9,246.5,1
10,246.5,0.998411
11,246.5,0.00299745
12,246.5,0.999984
13,246.5,0.860104
14,246.5,3.30916e-09
15,246.5,0.999984
16,246.5,1
17,246.5,1
18,246.5,8.97473e-09
19,246.5,0.846929
20,246.5,0.628193
1,247.5,0.0024935
2,247.5,0.047506
3,247.5,0.853542
4,247.5,3.25628e-09
5,247.5,3.25628e-09
6,247.5,0.628193
7,247.5,0.00275672
8,247.5,0.00275672
9,247.5,1
10,247.5,0.99864
11,247.5,0.0024935
12,247.5,0.047506
13,247.5,0.853542
14,247.5,3.25628e-09
15,247.5,0.047506
16,247.5,1
17,247.5,1
18,247.5,8.61237e-09
19,247.5,0.842251
20,247.5,0.628193
1,248.5,0.00206833
2,248.5,6.88522e-06
3,248.5,0.84685
4,248.5,3.20976e-09
5,248.5,3.20976e-09
6,248.5,0.628193
7,248.5,0.00215224
8,248.5,0.00215224
9,248.5,1
10,248.5,0.998835
11,248.5,0.00206833
12,248.5,6.88522e-06
13,248.5,0.84685
14,248.5,3.20976e-09
15,248.5,6.88522e-06
16,248.5,1
17,248.5,1
18,248.5,8.28752e-09
19,248.5,0.837524
20,248.5,0.628193
1,249.5,0.00171073
2,249.5,3.04678e-07
3,249.5,0.840029
4,249.5,3.1674e-09
5,249.5,3.1674e-09
6,249.5,0.628193
7,249.5,0.00167177
8,249.5,0.00167177
9,249.5,1
10,249.5,0.999003
11,249.5,0.00171073
12,249.5,3.04678e-07
13,249.5,0.840029
14,249.5,3.1674e-09
15,249.5,3.04678e-07
16,249.5,1
17,249.5,1
18,249.5,7.99418e-09
19,249.5,0.832747
20,249.5,0.628193
1,250.5,0.00141091
2,250.5,1.12247e-07
3,250.5,0.833082
4,250.5,3.12829e-09
5,250.5,3.12829e-09
6,250.5,0.628193
7,250.5,0.00129197
8,250.5,0.00129197
9,250.5,1
10,250.5,0.999146
11,250.5,0.00141091
12,250.5,1.12247e-07
13,250.5,0.833082
14,250.5,3.12829e-09
15,250.5,1.12247e-07
16,250.5,1
17,250.5,1
18,250.5,7.72753e-09
19,250.5,0.827922
20,250.5,0.628193
1,251.5,0.0011603
2,251.5,5.76751e-08
3,251.5,0.826009
4,251.5,3.09195e-09
5,251.5,3.09195e-09
6,251.5,0.628193
7,251.5,0.00099338
8,251.5,0.00099338
9,251.5,1
10,251.5,0.999269
11,251.5,0.0011603
12,251.5,5.76751e-08
13,251.5,0.826009
14,251.5,3.09195e-09
15,251.5,5.76751e-08
16,251.5,1
17,251.5,1
18,251.5,7.48371e-09
19,251.5,0.823051
20,251.5,0.628193
1,252.5,0.000951465
2,252.5,3.58417e-08
3,252.5,0.818813
4,252.5,3.05811e-09
5,252.5,3.05811e-09
6,252.5,0.628193
7,252.5,0.00075992
8,252.5,0.00075992
9,252.5,1
10,252.5,0.999374
11,252.5,0.000951465
12,252.5,3.58417e-08
13,252.5,0.818813
14,252.5,3.05811e-09
15,252.5,3.58417e-08
16,252.5,1
17,252.5,1
18,252.5,7.25953e-09
19,252.5,0.818133
20,252.5,0.628193
1,253.5,0.000777982
2,253.5,2.50852e-08
3,253.5,0.811496
4,253.5,3.02654e-09
5,253.5,3.02654e-09
6,253.5,0.628193
7,253.5,0.000578375
8,253.5,0.000578375
9,253.5,1
10,253.5,0.999464
11,253.5,0.000777982
12,253.5,2.50852e-08
13,253.5,0.811496
14,253.5,3.02654e-09
15,253.5,2.50852e-08
16,253.5,1
17,253.5,1
18,253.5,7.05241e-09
19,253.5,0.813172
20,253.5,0.628193
1,254.5,0.000634307
2,254.5,1.90051e-08
3,254.5,0.80406
4,254.5,2.99708e-09
5,254.5,2.99708e-09
6,254.5,0.628193
7,254.5,0.000437965
8,254.5,0.000437965
9,254.5,1
10,254.5,0.999541
11,254.5,0.000634307
12,254.5,1.90051e-08
13,254.5,0.80406
14,254.5,2.99708e-09
15,254.5,1.90051e-08
16,254.5,1
17,254.5,1
18,254.5,6.86019e-09
19,254.5,0.808167
20,254.5,0.628193
1,255.5,0.000515683
2,255.5,1.52204e-08
3,255.5,0.796506
4,255.5,2.96954e-09
5,255.5,2.96954e-09
6,255.5,0.628193
7,255.5,0.000329958
8,255.5,0.000329958
9,255.5,1
10,255.5,0.999607
11,255.5,0.000515683
12,255.5,1.52204e-08
13,255.5,0.796506
14,255.5,2.96954e-09
15,255.5,1.52204e-08
16,255.5,1
17,255.5,1
18,255.5,6.68105e-09
19,255.5,0.80312
20,255.5,0.628193
1,256.5,0.000418042
2,256.5,1.26914e-08
3,256.5,0.788836
4,256.5,2.9438e-09
5,256.5,2.9438e-09
6,256.5,0.628193
7,256.5,0.000247324
8,256.5,0.000247324
9,256.5,1
10,256.5,0.999664
11,256.5,0.000418042
12,256.5,1.26914e-08
13,256.5,0.788836
14,256.5,2.9438e-09
15,256.5,1.26914e-08
16,256.5,1
17,256.5,1
18,256.5,6.51348e-09
19,256.5,0.798032
20,256.5,0.628193
1,257.5,0.000337917
2,257.5,1.0908e-08
3,257.5,0.781053
4,257.5,2.91969e-09
5,257.5,2.91969e-09
6,257.5,0.628193
7,257.5,0.000184444
8,257.5,0.000184444
9,257.5,1
10,257.5,0.999712
11,257.5,0.000337917
12,257.5,1.0908e-08
13,257.5,0.781053
14,257.5,2.91969e-09
15,257.5,1.0908e-08
16,257.5,1
17,257.5,1
18,257.5,6.35619e-09
19,257.5,0.792904
20,257.5,0.628193
1,258.5,0.000272366
2,258.5,9.59607e-09
3,258.5,0.773158
4,258.5,2.8971e-09
5,258.5,2.8971e-09
6,258.5,0.628193
7,258.5,0.000136852
8,258.5,0.000136852
9,258.5,1
10,258.5,0.999754
11,258.5,0.000272366
12,258.5,9.59607e-09
13,258.5,0.773158
14,258.5,2.8971e-09
15,258.5,9.59607e-09
16,258.5,1
17,258.5,1
18,258.5,6.20808e-09
19,258.5,0.787738
20,258.5,0.628193
1,259.5,0.000218902
2,259.5,8.59787e-09
3,259.5,0.765153
4,259.5,2.87591e-09
5,259.5,2.87591e-09
6,259.5,0.628193
7,259.5,0.000101025
8,259.5,0.000101025
9,259.5,1
10,259.5,0.999789
11,259.5,0.000218902
12,259.5,8.59787e-09
13,259.5,0.765153
14,259.5,2.87591e-09
15,259.5,8.59787e-09
16,259.5,1
17,259.5,1
18,259.5,6.06821e-09
19,259.5,0.782534
20,259.5,0.628193
1,260.5,0.000175429
2,260.5,7.81713e-09
3,260.5,0.757041
4,260.5,2.856e-09
5,260.5,2.856e-09
6,260.5,0.628193
7,260.5,7.41981e-05
8,260.5,7.41981e-05
9,260.5,1
10,260.5,0.999819
11,260.5,0.000175429
12,260.5,7.81713e-09
13,260.5,0.757041
14,260.5,2.856e-09
15,260.5,7.81713e-09
16,260.5,1
17,260.5,1
18,260.5,5.93576e-09
19,260.5,0.777294
20,260.5,0.628193
1,261.5,0.000140186
2,261.5,7.19235e-09
3,261.5,0.748823
4,261.5,2.83727e-09
5,261.5,2.83727e-09
6,261.5,0.628193
7,261.5,5.42187e-05
8,261.5,5.42187e-05
9,261.5,1
10,261.5,0.999845
11,261.5,0.000140186
12,261.5,7.19235e-09
13,261.5,0.748823
14,261.5,2.83727e-09
15,261.5,7.19235e-09
16,261.5,1
17,261.5,1
18,261.5,5.81003e-09
19,261.5,0.772019
20,261.5,0.628193
1,262.5,0.000111703
2,262.5,6.68266e-09
3,262.5,0.740502
4,262.5,2.81962e-09
5,262.5,2.81962e-09
6,262.5,0.628193
7,262.5,3.94181e-05
8,262.5,3.94181e-05
9,262.5,1
10,262.5,0.999868
11,262.5,0.000111703
12,262.5,6.68266e-09
13,262.5,0.740502
14,262.5,2.81962e-09
15,262.5,6.68266e-09
16,262.5,1
17,262.5,1
18,262.5,5.69041e-09
19,262.5,0.766711
20,262.5,0.628193
1,263.5,8.87513e-05
2,263.5,6.26e-09
3,263.5,0.732079
4,263.5,2.80298e-09
5,263.5,2.80298e-09
6,263.5,0.628193
7,263.5,2.85125e-05
8,263.5,2.85125e-05
9,263.5,1
10,263.5,0.999887
11,263.5,8.87513e-05
12,263.5,6.26e-09
13,263.5,0.732079
14,263.5,2.80298e-09
15,263.5,6.26e-09
16,263.5,1
17,263.5,1
18,263.5,5.57637e-09
19,263.5,0.761369
20,263.5,0.628193
1,264.5,7.03138e-05
2,264.5,5.90453e-09
3,264.5,0.723557
4,264.5,2.78725e-09
5,264.5,2.78725e-09
6,264.5,0.628193
7,264.5,2.05196e-05
8,264.5,2.05196e-05
9,264.5,1
10,264.5,0.999903
11,264.5,7.03138e-05
12,264.5,5.90453e-09
13,264.5,0.723557
14,264.5,2.78725e-09
15,264.5,5.90453e-09
16,264.5,1
17,264.5,1
18,264.5,5.46744e-09
19,264.5,0.755997
20,264.5,0.628193
1,265.5,5.5547e-05
2,265.5,5.6019e-09
3,265.5,0.714937
4,265.5,2.77236e-09
5,265.5,2.77236e-09
6,265.5,0.628193
7,265.5,1.46925e-05
8,265.5,1.46925e-05
9,265.5,0.999998
10,265.5,0.999917
11,265.5,5.5547e-05
12,265.5,5.6019e-09
13,265.5,0.714937
14,265.5,2.77236e-09
15,265.5,5.6019e-09
16,265.5,1
17,265.5,1
18,265.5,5.36322e-09
19,265.5,0.750594
20,265.5,0.628193
1,266.5,4.37557e-05
2,266.5,5.34147e-09
3,266.5,0.706223
4,266.5,2.75826e-09
5,266.5,2.75826e-09
6,266.5,0.628193
7,266.5,1.0467e-05
8,266.5,1.0467e-05
9,266.5,0.999963
10,266.5,0.999929
11,266.5,4.37557e-05
12,266.5,5.34147e-09
13,266.5,0.706223
14,266.5,2.75826e-09
15,266.5,5.34147e-09
16,266.5,1
17,266.5,0.999998
18,266.5,5.26333e-09
19,266.5,0.745161
20,266.5,0.628193
1,267.5,3.43688e-05
2,267.5,5.11524e-09
3,267.5,0.697415
4,267.5,2.74486e-09
5,267.5,2.74486e-09
6,267.5,0.628193
7,267.5,7.41909e-06
8,267.5,7.41909e-06
9,267.5,0.996898
10,267.5,0.999939
11,267.5,3.43688e-05
12,267.5,5.11524e-09
13,267.5,0.697415
14,267.5,2.74486e-09
15,267.5,5.11524e-09
16,267.5,1
17,267.5,0.999966
18,267.5,5.16746e-09
19,267.5,0.739701
20,267.5,0.628193
1,268.5,2.69184e-05
2,268.5,4.91705e-09
3,268.5,0.688517
4,268.5,2.73213e-09
5,268.5,2.73213e-09
6,268.5,0.628193
7,268.5,5.23225e-06
8,268.5,5.23225e-06
9,268.5,0.322664
10,268.5,0.999948
11,268.5,2.69184e-05
12,268.5,4.91705e-09
13,268.5,0.688517
14,268.5,2.73213e-09
15,268.5,4.91705e-09
16,268.5,1
17,268.5,0.998545
18,268.5,5.07532e-09
19,268.5,0.734215
20,268.5,0.628193
1,269.5,2.10227e-05
2,269.5,4.74214e-09
3,269.5,0.67953
4,269.5,2.72e-09
5,269.5,2.72e-09
6,269.5,0.628193
7,269.5,3.6715e-06
8,269.5,3.6715e-06
9,269.5,0.0141486
10,269.5,0.999955
11,269.5,2.10227e-05
12,269.5,4.74214e-09
13,269.5,0.67953
14,269.5,2.72e-09
15,269.5,4.74214e-09
16,269.5,1
17,269.5,0.335925
18,269.5,4.98667e-09
19,269.5,0.728703
20,269.5,0.628193
1,270.5,1.63714e-05
2,270.5,4.58671e-09
3,270.5,0.670457
4,270.5,2.70842e-09
5,270.5,2.70842e-09
6,270.5,0.628193
7,270.5,2.56348e-06
8,270.5,2.56348e-06
9,270.5,8.42465e-05
10,270.5,0.999962
11,270.5,1.63714e-05
12,270.5,4.58671e-09
13,270.5,0.670457
14,270.5,2.70842e-09
15,270.5,4.58671e-09
16,270.5,1
17,270.5,0.0153631
18,270.5,4.90127e-09
19,270.5,0.723166
20,270.5,0.628193
1,271.5,1.27128e-05
2,271.5,4.44776e-09
3,271.5,0.661299
4,271.5,2.69736e-09
5,271.5,2.69736e-09
6,271.5,0.628193
7,271.5,1.78101e-06
8,271.5,1.78101e-06
9,271.5,1.74469e-07
10,271.5,0.999967
11,271.5,1.27128e-05
12,271.5,4.44776e-09
13,271.5,0.661299
14,271.5,2.69736e-09
15,271.5,4.44776e-09
16,271.5,1
17,271.5,9.57402e-05
18,271.5,4.81892e-09
19,271.5,0.717607
20,271.5,0.628193
1,272.5,9.84361e-06
2,272.5,4.32286e-09
3,272.5,0.65206
4,272.5,2.68678e-09
5,272.5,2.68678e-09
6,272.5,0.628193
7,272.5,1.23136e-06
8,272.5,1.23136e-06
9,272.5,5.5799e-08
10,272.5,0.999972
11,272.5,9.84361e-06
12,272.5,4.32286e-09
13,272.5,0.65206
14,272.5,2.68678e-09
15,272.5,4.32286e-09
16,272.5,1
17,272.5,1.89174e-07
18,272.5,4.73944e-09
19,272.5,0.712026
20,272.5,0.628193
1,273.5,7.60028e-06
2,273.5,4.21003e-09
3,273.5,0.64274
4,273.5,2.67664e-09
5,273.5,2.67664e-09
6,273.5,0.628193
7,273.5,8.47279e-07
8,273.5,8.47279e-07
9,273.5,3.49764e-08
10,273.5,0.999976
11,273.5,7.60028e-06
12,273.5,4.21003e-09
13,273.5,0.64274
14,273.5,2.67664e-09
15,273.5,4.21003e-09
16,273.5,0.999998
17,273.5,5.63943e-08
18,273.5,4.66267e-09
19,273.5,0.706423
20,273.5,0.628193
1,274.5,5.85151e-06
2,274.5,4.10762e-09
3,274.5,0.633343
4,274.5,2.6669e-09
5,274.5,2.6669e-09
6,274.5,0.628193
7,274.5,5.80309e-07
8,274.5,5.80309e-07
9,274.5,2.46195e-08
10,274.5,0.999979
11,274.5,5.85151e-06
12,274.5,4.10762e-09
13,274.5,0.633343
14,274.5,2.6669e-09
15,274.5,4.10762e-09
16,274.5,0.999941
17,274.5,3.52672e-08
18,274.5,4.58845e-09
19,274.5,0.700802
20,274.5,0.628193
1,275.5,4.49234e-06
2,275.5,4.01429e-09
3,275.5,0.623871
4,275.5,2.65755e-09
5,275.5,2.65755e-09
6,275.5,0.628193
7,275.5,3.95714e-07
8,275.5,3.95714e-07
9,275.5,1.87256e-08
10,275.5,0.999982
11,275.5,4.49234e-06
12,275.5,4.01429e-09
13,275.5,0.623871
14,275.5,2.65755e-09
15,275.5,4.01429e-09
16,275.5,0.970537
17,275.5,2.47889e-08
18,275.5,4.51667e-09
19,275.5,0.695162
20,275.5,0.628193
1,276.5,3.43914e-06
2,276.5,3.9289e-09
3,276.5,0.614325
4,276.5,2.64854e-09
5,276.5,2.64854e-09
6,276.5,0.628193
7,276.5,2.68747e-07
8,276.5,2.68747e-07
9,276.5,1.50386e-08
10,276.5,0.999985
11,276.5,3.43914e-06
12,276.5,3.9289e-09
13,276.5,0.614325
14,276.5,2.64854e-09
15,276.5,3.9289e-09
16,276.5,0.25084
17,276.5,1.88366e-08
18,276.5,4.44718e-09
19,276.5,0.689504
20,276.5,0.628193
1,277.5,2.62545e-06
2,277.5,3.8505e-09
3,277.5,0.604708
4,277.5,2.63986e-09
5,277.5,2.63986e-09
6,277.5,0.628193
7,277.5,1.81875e-07
8,277.5,1.81875e-07
9,277.5,1.2566e-08
10,277.5,0.999987
11,277.5,2.62545e-06
12,277.5,3.8505e-09
13,277.5,0.604708
14,277.5,2.63986e-09
15,277.5,3.8505e-09
16,277.5,0.00882878
17,277.5,1.51177e-08
18,277.5,4.3799e-09
19,277.5,0.683831
20,277.5,0.628193
1,278.5,1.99867e-06
2,278.5,3.77827e-09
3,278.5,0.595023
4,278.5,2.63148e-09
5,278.5,2.63148e-09
6,278.5,0.628193
7,278.5,1.22747e-07
8,278.5,1.22747e-07
9,278.5,1.08173e-08
10,278.5,0.999989
11,278.5,1.99867e-06
12,278.5,3.77827e-09
13,278.5,0.595023
14,278.5,2.63148e-09
15,278.5,3.77827e-09
16,278.5,4.2494e-05
17,278.5,1.26257e-08
18,278.5,4.3147e-09
19,278.5,0.678143
20,278.5,0.628193
1,279.5,1.51732e-06
2,279.5,3.71153e-09
3,279.5,0.585271
4,279.5,2.62339e-09
5,279.5,2.62339e-09
6,279.5,0.628193
7,279.5,8.27118e-08
8,279.5,8.27118e-08
9,279.5,9.528e-09
10,279.5,0.999991
11,279.5,1.51732e-06
12,279.5,3.71153e-09
13,279.5,0.585271
14,279.5,2.62339e-09
15,279.5,3.71153e-09
16,279.5,1.25615e-07
17,279.5,1.08642e-08
18,279.5,4.25152e-09
19,279.5,0.672441
20,279.5,0.628193
1,280.5,1.14874e-06
2,280.5,3.64969e-09
3,280.5,0.575455
4,280.5,2.61557e-09
5,280.5,2.61557e-09
6,280.5,0.628193
7,280.5,5.57459e-08
8,280.5,5.57459e-08
9,280.5,8.54524e-09
10,280.5,0.999992
11,280.5,1.14874e-06
12,280.5,3.64969e-09
13,280.5,0.575455
14,280.5,2.61557e-09
15,280.5,3.64969e-09
16,280.5,5.2507e-08
17,280.5,9.56601e-09
18,280.5,4.19025e-09
19,280.5,0.666726
20,280.5,0.628193
1,281.5,8.67358e-07
2,281.5,3.59222e-09
3,281.5,0.565577
4,281.5,2.60799e-09
5,281.5,2.60799e-09
6,281.5,0.628193
7,281.5,3.7677e-08
8,281.5,3.7677e-08
9,281.5,7.77542e-09
10,281.5,0.999993
11,281.5,8.67358e-07
12,281.5,3.59222e-09
13,281.5,0.565577
14,281.5,2.60799e-09
15,281.5,3.59222e-09
16,281.5,3.34425e-08
17,281.5,8.57668e-09
18,281.5,4.13082e-09
19,281.5,0.661
20,281.5,0.628193
1,282.5,6.53177e-07
2,282.5,3.5387e-09
3,282.5,0.555639
4,282.5,2.60065e-09
5,282.5,2.60065e-09
6,282.5,0.628193
7,282.5,2.56322e-08
8,282.5,2.56322e-08
9,282.5,7.1586e-09
10,282.5,0.999994
11,282.5,6.53177e-07
12,282.5,3.5387e-09
13,282.5,0.555639
14,282.5,2.60065e-09
15,282.5,3.5387e-09
16,282.5,2.37854e-08
17,282.5,7.80184e-09
18,282.5,4.07316e-09
19,282.5,0.655264
20,282.5,0.628193
1,283.5,4.90634e-07
2,283.5,3.48873e-09
3,283.5,0.545644
4,283.5,2.59353e-09
5,283.5,2.59353e-09
6,283.5,0.628193
7,283.5,1.76442e-08
8,283.5,1.76442e-08
9,283.5,6.65488e-09
10,283.5,0.999995
11,283.5,4.90634e-07
12,283.5,3.48873e-09
13,283.5,0.545644
14,283.5,2.59353e-09
15,283.5,3.48873e-09
16,283.5,1.82211e-08
17,283.5,7.18106e-09
18,283.5,4.01722e-09
19,283.5,0.649518
20,283.5,0.628193
1,284.5,3.67644e-07
2,284.5,3.44197e-09
3,284.5,0.535594
4,284.5,2.58661e-09
5,284.5,2.58661e-09
6,284.5,0.628193
7,284.5,1.23736e-08
8,284.5,1.23736e-08
9,284.5,6.23678e-09
10,284.5,0.999996
11,284.5,3.67644e-07
12,284.5,3.44197e-09
13,284.5,0.535594
14,284.5,2.58661e-09
15,284.5,3.44197e-09
16,284.5,1.47089e-08
17,284.5,6.67413e-09
18,284.5,3.96291e-09
19,284.5,0.643765
20,284.5,0.628193
1,285.5,2.74857e-07
